mu,global_avg_wasserstein_distance,global_avg_mmd_rff,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_mmd_rff_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,ws_dist_glass_delta,mmd_rff_glass_delta
"(10, 20)",0.024836614287775255,0.01479224267612952,-0.028923855616913574,1.001375550200065,3541.9309260121363,2.876329183578491,0.008477348615105126,0.005718839110156444,0.9938240183387178,0.000718256936816761,113.5597312643322,0.18256055007444372,-0.028923855616913182,-0.16314179488896616
