nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,0.3100318771306661,0.7599115890548642,0.06932523524560318
3.0,-2.603413140421324,0.017457591601818038,-0.5821408755498286
4.0,-1.6470531895263534,0.11598680618002699,-0.36829228943387704
10.0,-2.961252638610995,0.008020218497286609,-0.6621562198484804
50.0,-7.103534211162057,9.341506518340993e-07,-1.5883985376653704
