nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,15.507777963207939,3.060112801476948e-12,3.4676445705706183
3.0,1.1810701005910726,0.2521486002681156,0.26409530311141527
4.0,3.205367894542338,0.004657793409254266,0.7167420505092045
10.0,-4.111045383091061,0.0005945611805824334,-0.9192576935178276
50.0,-9.497157739551911,1.200311385901467e-08,-2.1236290298676317
