nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-289.25796239780567,4.362117794472471e-36,-64.68004669545715
3.0,-283.45960996645863,6.408392896013766e-36,-63.383495676057834
4.0,-266.5030891204656,2.0683164207761513e-35,-59.591902348704565
10.0,-59.461047720579444,4.715553006044174e-23,-13.295894471657455
50.0,-81.69016361016821,1.1550837833502656e-25,-18.266475892541575
