nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-26.657163610957337,1.6250193045393993e-16,-5.960722992143436
3.0,-21.52641490111655,8.329867467067318e-15,-4.813452703076101
4.0,-17.606940767656948,3.1860497704514613e-13,-3.9370316432293264
10.0,-14.999418592976456,5.507775361645201e-12,-3.35397195968696
50.0,-13.936365899847287,1.9923482310021763e-11,-3.116266151136856
