dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,-1.3067118020023079,0.26137379191467347,-0.5843792832556812
5,-13.640021937793964,0.00016729661830587904,-6.100003253499142
8,-23.28181569856514,2.0172568868792553e-05,-10.41194450832268
12,-24.23916793184743,1.7185753285252245e-05,-10.840085442728768
15,-27.07175897587921,1.1069935059644162e-05,-12.1068586681112
30,-21.248778406120206,2.9002135556188288e-05,-9.502742590982882
