dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,2.097499253378431,0.1039463547984372,0.9380301826618455
5,5.070894260257697,0.007125958368271661,2.267772854529944
8,7.777455870028921,0.001473635793072607,3.478184003477887
12,5.1039415159168255,0.006963461220336446,2.2825520365546694
15,4.463981896111955,0.011126109284091778,1.996353394006947
30,7.622746355251719,0.0015901969842213595,3.4089958051163207
