dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,0.063882563197441,0.9521287689467821,0.028569150777280877
5,-4.765935095423754,0.008866477196336982,-2.131390969943892
8,-8.205892080829267,0.0012017912570299937,-3.669786501752288
12,-10.1999861214384,0.000520504277414289,-4.561572467418137
15,-15.663042865987096,9.703677105990613e-05,-7.004725716568055
30,-21.018101856123444,3.0286672059679183e-05,-9.399580901661304
