mu,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
5,0.12776630107836678,1.0408980074790577,432.6925957482869,5.981409001350403,0.09898675909719849,0.010179236277892528,109.99285934620882,0.10350169761201941
6,0.2297496479731022,1.1274797118391675,114.01909424401153,6.017001395225525,0.16683570808557494,0.031566307786166356,28.32582336205033,0.13866468994100706
7,0.38032737293389934,1.2820393415095845,55.51073269233998,5.987718992233276,0.3590678962013121,0.05375751318181207,9.040597802472277,0.13709563584740667
8,0.594116785717325,1.5005322672194388,37.41122879311984,5.958606777191162,0.4096482225468324,0.06947167691487609,3.3374278024153936,0.11844788780370784
9,0.7253857959993115,1.6017804319511344,33.60822048152448,5.935056986808777,0.6074422951983838,0.05853092972590427,2.01816326152399,0.12006578688511571
10,0.9932533851098715,1.6194218563966691,33.11213434041572,5.941008925437927,0.6698614829714795,0.05899470098646118,1.8983435143302907,0.120845223482887
11,0.9533158825120366,1.6330662120376598,32.71680469535336,5.925707759857178,0.7222489536484997,0.052848969306323296,1.7219106499052408,0.11132280246912807
12,0.9890182181084242,1.639104905615721,32.550557386211715,5.940736484527588,0.779871653787382,0.04781179075187443,1.4391813996176344,0.10226301199936942
13,1.1346718614698226,1.6329618438136075,32.88329164875584,5.914282264709473,0.9994415090462132,0.06605010236349657,2.6439615378001786,0.10812075104896549
14,1.2719774666651482,1.631912716216196,32.82700682405678,5.938612852096558,1.0275142746263903,0.06027636951937856,2.0301375920911804,0.13037731978469347
15,1.2656788460165236,1.6338330518454132,32.77409684716008,5.958576421737671,1.1682756321898018,0.06178912846842438,2.0880421103096736,0.12984573935146093
16,1.307170202343221,1.6353104139839314,32.75830162150574,5.932820920944214,1.223997977140298,0.06375365578414911,2.131394950830777,0.13012759155206804
17,1.3490298465753028,1.6369852979589892,32.69821366651778,5.923901629447937,1.3133431147646428,0.06125551710690801,2.077336243812001,0.11645379667348542
18,1.4457358546170622,1.6372199133830778,32.67390136579904,5.918292078971863,1.3459317231942016,0.06017110767216242,2.037313238317525,0.11017170432667406
19,1.6222863983746547,1.6355911264521348,32.69676768553332,5.925360240936279,1.369273344899822,0.058531349733465736,2.006623835330513,0.13625937686791104
20,1.804421229313613,1.6323650158187195,32.76781630505638,5.926343388557434,1.4640227867219746,0.055730224431181696,1.769626216097104,0.11073082881638564
