means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,0.3148870071885304,1.743766060152961,6.237939380644587,12
"(5, -5)",Metro,2.2617908697898574,1.505511471544631,8.49796032100082,10
