a,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
1,0.16311722947979773,1.0054479136620438,4167.464713501648,9.057549023628235,0.06356758091196014,0.002099110892678566,906.7434372864934,0.3464961228587939
2,0.13009561930360897,1.005968933977381,4118.920265604523,9.382781434059144,0.03155496600213656,0.00211766448629984,875.676258782045,0.33606943955750496
3,0.1607365320132996,1.005236402194456,4097.9324107080765,9.250082111358642,0.06306771372873511,0.0012292653456784054,399.18253219152655,0.20346667363218587
5,0.26287148927772397,1.0064847684933633,3147.45777420928,9.328167295455932,0.1026846581287212,0.0019801886849486077,565.8292385365966,0.148756640801575
