a,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
1,0.1345623242821653,1.0057537929014644,3590.010881052367,5.9499555110931395,0.03471410557167183,0.001689672180382556,804.2777002395932,0.07021027432672919
2,0.12208281044118256,1.005707942484046,4022.3001022433846,6.104681658744812,0.030197339953045587,0.0009743628270730932,504.60520809593555,0.07541207961520792
3,0.1869796335944375,1.0074740328788172,2976.134065554711,6.083790040016174,0.07704452003218623,0.0023590640638712006,898.6584271049768,0.07902032665112567
5,0.22279199524504914,1.0095427682699214,2393.7263369897346,6.058764338493347,0.03615376423769808,0.002315610774958226,700.9092352988077,0.08006254712808028
