mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",DEMetro,0.5622469307137519,1.001145194871973,1310.4292480101128,"[718416, 725978, 168030, 515797]",8
"(0, 10)",DEMetro,1.0214913770024454,1.0023720185075782,1498.7777175390265,"[718416, 725978, 168030, 515797]",10
"(0, 15)",DEMetro,1.654086910787919,1.003981992821604,1158.1990397175653,"[718416, 725978, 168030, 515797]",15
"(0, 20)",DEMetro,2.269732921969881,1.0022734792351435,1598.8334368526507,"[718416, 725978, 168030, 515797]",20
