mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",HMC,0.4931660029427354,1.050953850508963,51.67844926178964,"[718416, 725978, 168030, 515797]",8
"(0, 10)",HMC,2.3657875389927647,1.5451201827012175,6.93462704683834,"[718416, 725978, 168030, 515797]",10
"(0, 15)",HMC,5.8326753853500355,1.7327772385122084,6.03117406500388,"[718416, 725978, 168030, 515797]",15
"(0, 20)",HMC,7.750878262132611,1.7328275859369202,6.032917452763555,"[718416, 725978, 168030, 515797]",20
