dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
15,-18.709159415818533,4.805157203235891e-05,-8.366990451130098
18,-21.732371212688406,2.6522671944467215e-05,-9.719011868766163
30,-2.4103613842063263,0.07352601410678423,-1.0779463810851666
