dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
15,-5.7004179882814805,0.004680492856250037,-2.549304424391998
18,-4.715321443778607,0.00920336979231561,-2.1087558568102835
30,-5.783000552660865,0.004441906844654986,-2.5862364699337093
