means,sampler,wasserstein_distance,mode_distance
"(8, -8)",HMC,5.742970255949953,16
"(7, -7)",HMC,4.959538046307646,14
"(6, -6)",HMC,4.29489581123881,12
"(5, -5)",HMC,3.634439353526986,10
"(4, -4)",HMC,1.5873191088473484,8
"(3, -3)",HMC,0.21769887197884077,6
