means,sampler,wasserstein_distance,mode_distance
"(8, -8)",DEMetro,2.3305148027010234,16
"(7, -7)",DEMetro,2.0408080969169555,14
"(6, -6)",DEMetro,1.7105693981139483,12
"(5, -5)",DEMetro,1.349983161031809,10
"(4, -4)",DEMetro,1.1991706237568178,8
"(3, -3)",DEMetro,0.07777337466694723,6
