mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",HMC,1.2864136342469814,1.1545884310289083,17.968301563100567,"[709750, 357127, 483134, 595860]",8
"(0, 10)",HMC,3.210308407043286,1.5476754994294346,6.985821257422304,"[709750, 357127, 483134, 595860]",10
"(0, 15)",HMC,5.83649371364978,1.7328156381215043,6.033638149760417,"[709750, 357127, 483134, 595860]",15
"(0, 20)",HMC,7.741678363644081,1.7328098921179171,6.038355080381711,"[709750, 357127, 483134, 595860]",20
