mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",DEMetro,0.8934805282202372,1.0035567070800067,1407.2202369630575,"[190111, 394060, 277463, 664900]",8
"(0, 10)",DEMetro,1.5058028690772478,1.0167278816916183,208.34110007773933,"[190111, 394060, 277463, 664900]",10
"(0, 15)",DEMetro,2.4886633831911453,1.0022216365020749,1450.039063965395,"[190111, 394060, 277463, 664900]",15
"(0, 20)",DEMetro,3.304526270331503,1.00023289545417,3510.6829528328735,"[190111, 394060, 277463, 664900]",20
