weights,global_avg_ws,global_avg_ws_std,global_avg_rhat,global_avg_rhat_std,global_avg_ess,global_avg_ess_std
"(1, 1)",0.3506402703895455,0.05298968296125789,1.5219263052708274,0.031461348789557676,7.505656374880397,0.022493667607865725
"(3, 1)",1.2558851783483629,0.048742048058660774,1.1620609012524343,0.15849784596182112,35.15308527932098,33.74723028759236
