weights,global_avg_ws,global_avg_ws_std,global_avg_rhat,global_avg_rhat_std,global_avg_ess,global_avg_ess_std
"(1, 1)",0.39067858966187163,0.13148697235533086,1.0766411054239928,0.045687007175328975,41.11575338049116,19.295591740978928
"(3, 1)",0.6900341426876364,0.2667011919482245,1.180699086704685,0.06803119233456048,19.204592516740934,7.289485265816723
