weights,global_avg_ws,global_avg_ws_std,global_avg_rhat,global_avg_rhat_std,global_avg_ess,global_avg_ess_std
"(1, 1)",0.35942781764243403,0.00850011179264348,1.1738219376228294,0.17094810927723184,50.28528980568034,45.81294031607652
"(3, 1)",0.2230241380893534,0.12163733848850312,1.0635542147590331,0.013468349194338066,70.78713659468491,4.105347108918983
