means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",DEMetro,0.6844033195332283,1.2208889056017993,48.93279542627166,12
"(5, -5)",DEMetro,4.708294320804086,1.0871190351306805,74.9295822139295,10
