means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,0.39159223933908577,1.7658977681001395,6.232989100332105,12
"(5, -5)",Metro,2.6365139282491894,1.545067333479722,7.417677294235712,10
