means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,0.35767389070903044,1.7366603007604975,6.236624336471709,12
"(5, -5)",HMC,0.07575014720751638,1.732524766460618,6.278530906962194,10
