dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-0.1735854646447638,0.8781708463671608,-0.10021961474006065
3,-1.3521664188523763,0.30892672243670594,-0.7806736459135918
5,-3.0441087049801876,0.09309089641254123,-1.7575169802627946
8,-1.9681925897779007,0.18790155719709764,-1.1363365215252976
15,-1.7313183971160864,0.22553439819893403,-0.999577142627924
30,-17.941924718840916,0.0030920322840064353,-10.358775066202805
