dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,-11.77375567223473,0.007136763771448059,-6.797581006737605
3,-6.32466504345503,0.024099120850270682,-3.651547065372978
5,-4.6615835523472215,0.04306751403574864,-2.6913665187976004
8,-1.7936514386227456,0.21472836296070474,-1.0355651409212017
15,-0.38286687750344006,0.738679461601655,-0.2210482947904026
30,2.1147019886583656,0.16875104860198692,1.2209237624077443
