nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,-6.55877769587359,1.2725423617789792e-05,-1.6934691191730045
2.5,1.5159326472253012,0.15178658112248294,0.39141212644504764
3.0,3.4988715532149235,0.003543145045319041,0.9034047504080184
4.0,4.496583020880322,0.0005024677471926593,1.1610127436472348
10.0,8.268104971942737,9.310996987410058e-07,2.1348155240685975
50.0,3.9600306815847324,0.0014234349881917213,1.0224755253498716
