nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-1.1377390112210124,0.27432680756347255,-0.29376294951929827
2.5,2.0581855139638496,0.05868975272942575,0.5314212145991561
3.0,4.98094078371268,0.0002015178889765321,1.2860733802509685
4.0,5.767217250470768,4.874931474648813e-05,1.4890890910022276
10.0,9.885172811154888,1.0775991759711313e-07,2.5523406447990156
50.0,4.1996880478324,0.000891083082390861,1.0843547912347482
