means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,4.271370062213272,1.734333007763047,6.270460018572033,12
"(5, -5)",HMC,3.6276174420792313,1.7386581391165585,6.251843520253853,10
