means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,4.2372788622150654,1.755517692961603,6.18585800498964,12
"(5, -5)",Metro,1.3262095213197294,1.017133244815678,259.08581390452383,10
