nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-18.082259790910708,2.4747212281402364e-17,-3.301353859383481
3.0,-24.764717981434124,4.666886108345527e-21,-4.521398222895091
4.0,-25.01015405155266,3.549748530129996e-21,-4.566208513571539
10.0,-24.895304567697398,4.033383652494993e-21,-4.5452399625630875
50.0,-15.237177686728835,2.2395851442591688e-15,-2.781915310578589
