run_id,mu,sampler,wasserstein_distance,mmd_rff,r_hat,ess,runtime
33,"(0, 0, 0, 0, 0)",HMC,0.07110072856529194,0.03774844168717028,1.0073287656968375,824.2973325924299,2.467695474624634
