correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,-32.08597418095838,1.6485898763349978e-14,-8.284562909979531
0.3,-31.0699120132244,2.571725524526468e-14,-8.022216786356523
0.5,-43.87702164150891,2.1480900805655324e-16,-11.328998273249761
0.9,-19.548578855699798,1.4650516457276874e-11,-5.047421356676518
0.99,-24.147954534817593,8.242816368200163e-13,-6.234975050554827
