correlation,ws_t_stat,ws_p_value,ws_paired_cohens_d
0.0,-36.93733087992731,2.3464403087662743e-15,-9.53717782342076
0.3,-59.66144207281727,2.972509621833852e-18,-15.404518103915986
0.5,-50.0619013737092,3.42802471781822e-17,-12.925927353323594
0.9,-53.516936786288554,1.352845778418766e-17,-13.81801366088871
0.99,-40.24006269818876,7.149346462864459e-16,-10.38993951202849
