nu,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_mcmc_mean,mmd_iid_mean,mmd_iid_std,ws_dist_glass_delta,mmd_rff_glass_delta
2.1,0.14841571149045,0.027388805060431724,1.0068174855979548,768.2208361825475,2.336113691329956,0.12353290379754946,0.023368349754255113,1.0048114773210366,715.6157536939855,2.250220537185669,0.17517561603070894,0.03584743389255083,1.0112588516964904,789.3246894461968,2.563180923461914,0.14913369006256968,0.11878624378604155,0.039000728029770705,0.029535708817488265,0.01744104302197683,0.0038666294164013053,0.778125122519836,3.1279609429879143
3.0,0.08641216635670068,0.02588976738516842,1.005169917653761,811.6738396772412,2.218452215194702,0.07252733538316002,0.02167471122641774,1.0040137875073336,752.6273303518119,2.1522576808929443,0.10878140188616316,0.028906684378868463,1.006907044988439,864.9086536570304,2.4693427085876465,0.0908507130361947,0.0623072759168767,0.014580043081093012,0.02547437557578494,0.02019808571969106,0.005374278936543432,1.9577059519345537,0.9817670274270178
4.0,0.07533688997680264,0.02482714422600407,1.0055548458140058,800.3791438417164,2.0985910892486572,0.06225985726426324,0.020097894589818133,1.0046266666728028,745.6576612874511,2.0488500595092773,0.08687474973185956,0.02831814092809569,1.0072535987067126,893.7702957075072,2.132405996322632,0.0811026526008909,0.045891156909607086,0.012561640230513323,0.024641384646916502,0.01816009017774688,0.005630876069240372,2.8030969718231553,1.1510277245444642
5.0,0.051852423077433214,0.023895496830733432,1.004982675636897,845.458910139657,2.045443296432495,0.043481282911950865,0.01970228618606871,1.0038973764824308,801.0204985518875,2.035125970840454,0.06885133164870656,0.03244489906610918,1.006564274361075,918.4940643874628,2.080129623413086,0.05927992805103313,0.04157184319836078,0.011558661225589077,0.02565181692827931,0.01722060027101663,0.0036755219211350464,1.5320186747466398,2.2938828384565904
30.0,0.03074156604821856,0.018387082755760217,1.0039581044078265,1004.5088739499962,1.9915657043457031,0.027568103235206583,0.01581297125185988,1.002795955505496,916.3013509978642,1.9488756656646729,0.03927326337373005,0.023662626093138968,1.0055073772727219,1063.4067530146958,2.2636232376098633,0.03681360541116821,0.03250584478253274,0.00949709167903261,0.02061312037402063,0.018954590222233992,0.006136419715885478,0.45358734802423917,0.27027651767253885
