dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,-0.2677572286250857,0.7927906670526425,-0.06913461915277393
5,-3.273196434107085,0.005550542630668236,-0.8451356852108162
10,-7.944177024924956,1.4856191701792242e-06,-2.051177687790529
15,-6.874347984442538,7.630548436749433e-06,-1.7749490173186981
30,-15.896640450407906,2.3552790318134027e-10,-4.104494915005133
