dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,-0.9672051649778357,0.34985397050796574,-0.24973129975499697
5,-4.879882950797746,0.00024326984334742993,-1.2599803599920785
10,-3.8161846661121284,0.0018894668086488165,-0.9853346438602922
15,-4.111063875252265,0.0010590073410887363,-1.0614721282697965
30,-2.9068038202032636,0.011486553519401506,-0.7505335190892892
