correlation,ws_t_stat,ws_p_value,ws_paired_cohens_d
0.0,-283.2801301524513,6.485960797711909e-36,-63.343362769586896
0.3,-278.63817838580985,8.877228544640178e-36,-62.30539079973834
0.5,-289.7653329894622,4.219291642792586e-36,-64.79349820872999
0.9,-232.00575977919385,2.878375027943333e-34,-51.878065003776406
0.99,-161.8080129534778,2.698732055939236e-31,-36.18137162681428
