correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,-17.84373184839183,2.506151205469054e-13,-3.98997973852821
0.3,-13.117702162355695,5.6764803513797143e-11,-2.9332073743623313
0.5,-6.984640753875581,1.1827950982836058e-06,-1.5618131524081176
0.9,-6.305117444812032,4.726341344894109e-06,-1.409867121271948
0.99,2.7497864560142578,0.012740862916560994,0.6148709439256116
