alpha,global_avg_wasserstein_distance,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
2,12.782800787961293,0.19649196231060065,1.044751588990493,470.4238922925989,7.7373004913330075,9.525128594106505,1.035835749347517,0.04591947920354495,283.23582141698637,0.47712381673054194
