alpha,global_avg_wasserstein_distance,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
2,8.998738561445357,-0.2150160707049312,1.026127854999336,496.030104184015,4.2211888313293455,4.812453907915109,0.5233432547031389,0.010689598901430368,231.09446527863668,0.14124581592088215
