correlation,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0.0,-3.190768278127268,0.006539504946813686,-0.8238528268529216
0.3,-4.712150387456503,0.00033344207058912334,-1.2166719983629242
0.5,-5.1645321652228695,0.00014361505852828537,-1.333476471124047
0.9,-3.608774099093486,0.002848461951334972,-0.9317814657342496
0.99,-6.162081745844291,2.4676734245192874e-05,-1.5910426653082441
