correlation,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0.0,-4.3925004419527305,0.0006136087630625911,-1.1341387373261096
0.3,-6.691230334614185,1.0250139372019923e-05,-1.727668243439908
0.5,-6.297510718538456,1.9635315995234442e-05,-1.6260102756974761
0.9,-1.3541870504375808,0.1971322253115584,-0.3496495929329662
0.99,-0.851280477202421,0.4089387945219283,-0.21979967407709858
