correlation,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0.0,-1.338079730720577,0.20219936192774454,-0.34549070086523326
0.3,1.253232046384523,0.23064812402054233,0.32358312297204656
0.5,-1.0929521831705264,0.2928653081911571,-0.2821990402413658
0.9,1.1763766874119375,0.2590601609063069,0.3037391546142055
0.99,-1.1661371223320178,0.2630411372590086,-0.30109531027907643
