correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,-19.4819675139914,5.128987229822171e-14,-4.356300369672735
0.3,-4.276194578448222,0.00040791541019555896,-0.9561861762426281
0.5,-4.614498182586638,0.0001891546747919246,-1.0318331618312957
0.9,-3.6337794228883156,0.0017672192853438432,-0.8125377804818228
0.99,-3.5617014292990543,0.0020821214231522764,-0.7964206511470846
