correlation,ws_t_stat,ws_p_value,ws_paired_cohens_d
0.0,-47.76714150257119,2.9442167731726276e-21,-10.681057549060062
0.3,-75.78789254425213,4.782306385466929e-25,-16.946687960039725
0.5,-69.67334994184627,2.351765749761288e-24,-15.579434669009927
0.9,-76.21186831254879,4.302772307003594e-25,-17.04149182391213
0.99,-62.21468000909634,2.0035729394816628e-23,-13.911625369873665
