mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,2.7826817425284647,0.011862508648796764,0.6222265536041214
8,0.9623110251476071,0.34798164361160366,0.2151792867727559
10,-1.5006113098207856,0.14989140442984356,-0.3355468896564274
12,-0.7151991942589137,0.4831826400648863,-0.15992340158160082
15,-0.1903161483851864,0.8510800751239145,-0.04255598450052136
18,-0.8938890159286669,0.38256477017749635,-0.19987966039568913
