means,sampler,wasserstein_distance,mode_distance
"(8, -8)",Metro,5.646830821887495,16
"(7, -7)",Metro,4.9416945466680575,14
"(6, -6)",Metro,3.4605109959397615,12
"(5, -5)",Metro,0.9680939845792653,10
"(4, -4)",Metro,0.4583247202561277,8
"(3, -3)",Metro,0.03313628377260232,6
