means,sampler,wasserstein_distance,mode_distance
"(8, -8)",HMC,5.654095051135687,16
"(7, -7)",HMC,4.906408671940655,14
"(6, -6)",HMC,4.2822289840064425,12
"(5, -5)",HMC,3.6176150032378707,10
"(4, -4)",HMC,0.8521223636459048,8
"(3, -3)",HMC,0.148617836492685,6
