means,sampler,wasserstein_distance,mode_distance
"(8, -8)",DEMetro,0.4753922698540598,16
"(7, -7)",DEMetro,0.37695982654169147,14
"(6, -6)",DEMetro,1.691291042786124,12
"(5, -5)",DEMetro,1.378189644934618,10
"(4, -4)",DEMetro,0.6728074681084633,8
"(3, -3)",DEMetro,0.10214856544930848,6
