mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
5,23.372797221021248,1.986218594111792e-05,10.452632682104337
8,10.814498338182226,0.0004147311004281069,4.836390685346793
10,13.302493959038248,0.00018460011473344864,5.949056152537965
12,24.423824916675798,1.6674716005155925e-05,10.922666556848045
15,28.429793883298686,9.10925181946578e-06,12.714190341872717
18,103.06451961681066,5.3142502083546607e-08,46.09185438630984
