mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,37.49931155378588,3.0199650707480673e-06,16.770201948741697
8,35.308916092079016,3.839679171008716e-06,15.79062731874498
10,34.25760739452542,4.331717275208441e-06,15.32046777613166
12,35.51843938771889,3.750111791510528e-06,15.88432898512909
15,42.06452893423192,1.9092051995107848e-06,18.81182922768987
18,28.992413312490918,8.425139993230925e-06,12.965801399699908
