mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
5,-9.521059659166848,0.0006794029794076993,-4.25794732314561
8,-1.5557655705185816,0.19474500970767977,-0.6957595145466582
10,-1.0022432502334984,0.37293896267244603,-0.4482168075024868
12,-1.8957195062699754,0.13088362215366206,-0.8477915364584008
15,0.3990993870232414,0.7102097670468445,0.17848267183249303
18,-0.10779273715846457,0.9193505510534006,-0.04820637755341886
