mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
5,-1.603094293777737,0.18417664274137285,-0.7169255630458076
8,0.06358472363573756,0.9523515825213393,0.02843595287600935
10,3.7841769463226043,0.01936587111380566,1.692335378172983
12,0.5444096319453496,0.6150870266872117,0.24346738892708855
15,3.2841238620383595,0.030382732095993837,1.4687048404093825
18,3.290752142587227,0.03019418176206995,1.471669097585624
