correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,-5.180268341297096,1.536866470035442e-05,-0.94578327481943
0.3,-4.160675819877148,0.0002581921435204238,-0.7596320003376718
0.5,-3.066931207663991,0.00465011793100047,-0.5599424682513763
0.9,-2.361631795890862,0.025124895489992315,-0.43117300237695383
0.99,-2.5523034485826983,0.01622995665190948,-0.4659847241289902
