dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-4.796975744644653,4.4590514673634946e-05,-0.875803941049006
5,-6.835340764918775,1.6580046935135445e-07,-1.2479567750602099
8,-8.69886006969704,1.4111165613256586e-09,-1.5881872949180103
12,-11.360789960517687,3.3842762365957846e-12,-2.0741869774845876
15,-9.785132264933715,1.0778078962986545e-10,-1.7865125565586044
30,-17.743768185298748,4.096647861435264e-17,-3.239554030076877
