dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,-3.9382248380474563,0.0004730095682505548,-0.7190181934419071
5,-10.614140822969361,1.6783562461550584e-11,-1.9378681190922558
8,-12.038145400338156,8.388031089277956e-13,-2.1978545954307553
12,-24.260588975668544,8.251108194325772e-21,-4.429357280111605
15,-26.100738607552596,1.083369351223014e-21,-4.765321100967512
30,-31.805055357626493,4.237630720096632e-24,-5.806782087357523
