dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,4.837203668742996,3.987731120307903e-05,0.8831485215390953
5,17.381262276638978,7.092048893948162e-17,3.1733698089429225
8,23.944847700908277,1.1855180941700938e-20,4.371711073937726
12,30.04788109756875,2.101347193423525e-23,5.485967427457164
15,30.437412662167315,1.462515991707886e-23,5.557085835720803
30,53.07338534739488,1.94053008159643e-30,9.689830119310779
