mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,-59.632666899031655,6.811284017104995e-32,-10.887385608263761
8,-71.24996839938744,4.039235625081199e-34,-13.008404971291585
10,-61.31188067612563,3.062958659510157e-32,-11.193966696459702
12,-59.302233120451184,7.992091896938103e-32,-10.82705693016703
15,-48.59361330125206,2.435477705484816e-29,-8.871939385259612
18,-56.31583495383399,3.5319248745347185e-31,-10.281817716317594
