mu,sampler,wasserstein_distance,relative_swd,swd_zscore,r_hat,ess,runtime
0,Metro,0.032027384612306184,0.010794631026484019,1.1052350262387476,1.0029675715608741,1831.9963114010618,1.8036932945251465
2,Metro,0.03072792122581983,0.011281525717752414,1.9837713338163085,1.0029675715608741,1831.9963114010618,1.8048021793365479
