mu,sampler,wasserstein_distance,relative_swd,swd_zscore,r_hat,ess,runtime
0,DEMetro,0.03487679541143839,0.013644041825616227,1.3969790063356406,1.007091721894744,1388.4587401345711,3.161583423614502
2,DEMetro,0.027675237443585788,0.008228841935518372,1.446979881143157,1.001605889543525,1749.8608869750074,3.1791555881500244
