nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-23.80447543224468,1.3947257056326726e-20,-4.3460827212726505
2.5,-49.439312053241814,1.485213857734403e-29,-9.026342146365863
3.0,-50.86955321893369,6.554995334884073e-30,-9.287467262739838
4.0,-48.27222513191333,2.9455799814730756e-29,-8.813262201905575
10.0,-30.191527418944023,1.8375230204978103e-23,-5.512193537630456
50.0,-25.334224737403776,2.482673749630692e-21,-4.625375455193814
